제목,기사 내용
"경기도남부자치경찰위, 교통불편 13개 교차로 효율화 방안 제시","수원 병무청 사거리[경기도 제공]

[헤럴드경제(수원)=박정규 기자]경기도남부자치경찰위원회와 경기남부경찰청은 교통정체 등 주요 교통불편 민원 구간 13개소에 대한 전문 분석을 진행해 현장에서 개선적용 가능한 단기·저비용의 교차로 개선 방안 129건을 제시했다고 6일 밝혔다.

자치경찰위원회 등은 지난 4월부터 도내 각 경찰서로부터 교통불편 13개 교차로(교통정비 6건, 쇼통편의 4건, 보행편의 3건)에 대한 분석을 의뢰받아 드론촬영 등 현장 정밀 조사를 진행했다. 이를 토대로 관할 경찰서와 교통공학 전문가가 협의, 교통공학 기술분석을 통해 기본설계안을 정리했다.

구간별 개선 사항은 교통공학분석 프로그램(Vissim)으로 검증해 차로 정비 36건, 신호정비 17건, 횡단보도 등 보행환경 정비 42건 등 전체 129건의 교통 개선 방안을 담은 최종 분석 결과를 도출했다.

주요 분석 사례로 수원 병무청사거리 가변차로(460m) 해지안이 있다. 위원회는 도청사 이전 등으로 양방향 교통량 불균형이 해소된 반면, 가변차로 운영으로 골목길 좌회전이 제한되며 법규위반을 유발하는 문제점 해소를 위해 가변차로 폐지를 통해 좌회전 대기차로 등 교차로를 증설(4개소→7개소)해 교통규제를 명확히 하고, 골목길 주행 편의향상 등 개선방안을 도출했다.

또▷집단민원 구간인 수원초등학교 앞 좌회전 허용방안(교차로화) ▷안산반월산업단지 해봉로 불법유턴 해소(1.8㎞ 구간 유턴없음)를 위한 좌회전·유턴 신설안▷비정형교차로인 수원역 육교사거리 우회전 구간 상충문제 완화를 위한 차로 및 신호운영 재정비 ▷평택 세교도서관 사거리 부도로 차로정비(1차로→2차로) 및 동시보행신호 도입안 ▷여주 터미널사거리(영릉로 여주역 방면) 우회전 안정화를 위한 차로 조정과 신호정비 등 지역별 변화된 도로 여건과 주민수요를 반영한 개선안을 내놓았다.

교통량 과다로 꼬리물기 등 정체를 빚던 ▷의왕 포일로사거리(판교→평촌) 신호연동정비와 좌회전 대기차로 연장(1차로→2차로)▷오산 탑동대교삼거리(세교2지구 방면) 좌회전 대기차로 연장(1차로 33m→2차로 265m) ▷안양대교→1번국도 방면 좌회전 용량증대와 신호연동 정비를 통한 대기차량 우선진출 유도▷화성 세솔초사거리 직진·좌회전 차로 추가확보 등 출퇴근시간대 주요 교차로 정체완화 방안도 제시했다.

어린이와 어르신의 보행량이 많은 ▷군포 한숲사거리 ▷평택 송화초교차로 ▷평택 용죽초교차로에 대각선횡단보도를 제안하며, 동시보행신호 운영에 따른 정체 유발을 최소화하기 위한 차로정비 방안도 함께 분석해 제안했다.

이 같은 정비를 통해 지체도는 10개 구간 평균 68.8초/대에서 52.1초/대로 감소하고, 대각선횡단보도 설치 3개 구간의 횡단거리는 평균 49.0m에서 37.3m로, 보행시간은 평균 63.3초에서 40.8초로 줄어들 것으로 예측됐다. 이를 경제적으로 환산할 경우 연간 108억 원의 주민 교통편익이 발생될 것으로 전망했다.

자치경찰위는 드론촬영 등 현장 조사자료, 시뮬레이션 분석자료, 기본설계안을 경찰서와 시군에 전달해 경찰 교통안전심의 및 시군별 개선사업(실시설계 등)에 최대한 반영될 수 있도록 적극 관리하겠다는 계획이다.

김덕섭 경기도남부자치경찰위원장은 “경기도남부권의 도심부 교통불편 완화를 위해 전국 경찰기관 중 유일하게 교통 전문분석 사업을 시행중”이라며 “분석안이 최대한 현장에 반영될 수 있도록 예산확보 등 관할 기관과 공조하여 주민 교통편의 증진에 적극 노력하겠다”고 말했다.

경기도의회 이기환 의원(안전행정위)은 “도 자치경찰위원회에서 주민교통편의 향상을 위한 단기·저비용의 교통 개선안을 적극적으로 제시했고, 도의회에서도 주민 교통편의 향상을 위해 예산편성 등 지원을 아끼지 않겠다”고 밝혔다.

한편, 자치경찰위원회는 어린이·노인 보행사고 다발구간에 대한 빅데이터 분석 결과를 토대로 ▷부천·안산·안성 3개 시군 취약구간 22개소의 보행안전시설 정비사업(1억 원)을 최근 완료했으며, ▷수원·용인·화성·평택 등 7개 시군에 대한 보행안전시설 정비사업(3억3천만 원)을 연말까지 완료할 예정이다.

fob140@heraldcorp.com"
"당진시, 충무훈련 성료","충무훈련 모습

당진시는 지난 달 30일부터 지난 3일까지 당진시청 및 제2통합미곡종합처리장 일원에서 진행한 '2023년 충무훈련'을 성공적으로 마무리했다고 6일 밝혔다.충무훈련은 비상 대비 계획의 실효성을 검증하고 자원 동원 절차를 숙지하기 위해 행정안전부 통제 하에 3년 주기로 개최하는 지역 단위 비상대비 훈련이다.이번 충무훈련에서는 전시 종합상황실 운영·기술 인력 동원훈련·차량 동원훈련·전시 양곡 배급 절차 실제 훈련·현장 강평 등을 실시했다.특히 코로나19 대유행으로 2020년 충무훈련이 축소돼 2017년 충무훈련 이후 6년 만에 정상 규모로 진행한 실제 동원훈련이었다.또한 전시 양곡 배급훈련은 육군 제1789부대 2대대·당진경찰서·신성대학교 소방방재학과·적십자봉사회·여성예비군 소대·우강면전담의용소방대 등 민·관·군·경 합동으로 전시에 운영되는 양곡 배급제를 직접 운용하는 방식으로 진행했다.시 관계자는 ""내일 당장 전쟁이 발발해도 즉각 대응할 수 있는 시가 될 수 있도록 비상 대비 태세 확립을 위해 전력을 다하겠다""고 말했다. 당진=박승군 기자

중도일보(www.joongdo.co.kr), 무단전재 및 수집, 재배포 금지"
"건보공단-고객센터, '직접 고용' 두고 소송전 비화","▲ 국민건강보험공단 전경

[메디코파마뉴스=박애자 기자] 국민건강보험공단이 파업 중인 고객센터 상담사들을 고소하며 소송전으로 비화하고 있는 모양새다. 상담사들이 전 직원 직접 고용을 요구하며 무기한 파업에 나서자 공단은 상담사들이 사유지를 무단으로 침입해 불법 점거한데다 업무를 방해했다는 이유로 이들 400명을 고소한 것이다.

공공운수노조 국민건강보험공단고객센터지부는 지난 1일 강원도 원주 국민건강보험공단 본부 앞에서 파업 결의대회를 열고 무기한 파업에 나섰다.

노조원들은 본부 앞에서 천막농성을 시작한 동시에 쟁의대책위원회 대표자 11명은 무기한 단식하기로 했다.

국민건강보험공단 고객센터 상담사는 가입자에게 건보 자격, 보험료, 보험급여 등 관련 정보를 안내하는 상시·지속 업무를 전담한다.

공단은 2006년 공공기관 처음으로 고객센터 3곳을 두고 상담 업무를 위탁했고 현재는 센터 12곳을 11개 민간업체가 맡고 있다.

그렇다면 이들은 왜 파업에 나섰을까.

지난 2017년 7월 문재인 정부는 공공부문의 상시·지속 업무에 종사하는 기간제, 파견·용역 노동자의 고용 불안과 차별을 해소하기 위해 주요 국정과제로 ‘공공부문 정규직 전환 정책’을 단계별로 추진했다.

당시 정부는 공공부문 비정규직 실태에 대한 특별조사를 실시한 후 그 조사결과를 바탕으로 공공부문 비정규직 근로자 정규직 전환 가이드라인을 마련해 연도별로 비정규직의 정규직 전환을 단계적으로 진행했다.

이에 따라 공공운수노조 국민건강보험 고객센터지부는 2021년 2월부터 공단에 정규직 전환을 요구하며 3차례 파업을 벌였다.

그 결과 그해 10월 공단이 직접 고용하는 대신 별도의 소속기관을 만들어 상담사를 고용하는 방식으로 정규직 전환을 하기로 합의했다.

문제는 지난해 7월부터 구체적 전환 채용 방법을 두고 노·사·전문가 실무협의회에서 20여 차례 협의가 진행됐지만 절충점을 찾지 못하고 있다는 점이다.

공단은 ▲5단계 절차 진행 ▲일부 관리직은 국가직무능력표준(NCS) 시험 응시 등이 포함된 전환 채용 방안을 실무협의회에 제시했지만 노조는 이를 두고 ‘과도한 기준’이라는 입장이다.

더욱 공단은 정규직화가 가시화한 2019년 2월 이후 입사자 700명을 대상으로 공개 경쟁 채용을 하겠다는 입장을 밝혔는데 이는 상담사 1,693명 중 41.3%에 해당하는 규모다.

공개 채용은 신규 응시자들과 함께 ▲서류전형 ▲필기전형(직업기초능력평가NCS) ▲인성검사 ▲면접전형 등이다.

노조는 “공단이 4년 10개월 이상 근무하고 있는 상담사에게 공단 정규직과 같은 시험인 직업기초능력평가를 치르겠다고 한다”며 “과도한 채용 절차를 들이밀고 고용 안정과 처우개선을 위한 전환의 취지는 나몰라라 하고 있다”고 지적했다.

그러면서 “내년 1월 소속기관을 설립하고 상담사 전원을 전환 채용하라”고 요구했다.

≫ 건보공단, “고객센터노조 불법점거 농성 유감…법적 대응할 것”

노조의 이 같은 행보에 건보공단은 강한 유감을 표명했다.

건보공단은 “그동안 기준과 절차에 따른 원칙을 준수해 공정 채용, 절차적 정당성 확보 등을 위해 협의에 임했다”며 “그러나 고객센터 노조는 정부 가이드라인에서 제시한 기준과 원칙을 무시한 채 상담사 전원(1,633명) 전환 요구, 무시험 채용, 인센티브 폐지, 임금 인상 등 무리한 요구와 일방적 주장을 해왔다”고 지적했다.

이어 “특히 11월 부과자료 연계와 소득 사후정산 첫 실시를 앞두고 상담 문의가 가장 많은 민원 집중기에 맞춰 고객센터 노조가 무기한 총파업에 돌입해 국민 불편을 야기한 점은 유감”이라고 밝혔다.

결국 공단은 본부 광장 내 불법 집회를 진행하고 있는 건강보험 고객센터 노조원 약 400여 명을 원주경찰서에 고소했다.

관련 혐의는 폭력행위 등 처벌에 관한 법률 위반(공동주거침입), 업무방해, 집회 및 시위에 관한 법률 위반이다.

공단은 “고객센터 노조원은 공단 울타리를 부수고 공단의 사유지에 무단으로 진입해 불법 점거하고 대형 천막과 텐트를 설치해 농성 중”이라며 “이는 집회 신고 내용을 어긴 명백한 불법점거 농성”이라고 지적했다.

이어 “이들의 농성 행위는 자신들의 권익을 관철시키기 위해 타인의 권리와 권익은 일체 외면하는 행위로 공단 본부 건물 광장 및 주출입구 점거로 인해 방문 민원 대응을 불가능하게 하고 있다”고 꼬집었다.

그러면서 “이들의 위법행위로 인해 공공기관이자 국가핵심기반시설인 공단의 건물에 커다란 안전상의 위협을 발생시키고 있다”며 “불법 점거 부분에 대해서는 법과 원칙에 따라 단호하고 엄중하게 대응할 것”이라고 밝혔다."
오늘부터 보행안전주간…걸을 때 휴대폰·이어폰 쓰지않기,"브라우저가 video 태그를 지원하지 않습니다.

죄송하지만 다른 브라우저를 사용하여 주십시오. 닫기

오늘부터 보행안전주간…걸을 때 휴대폰·이어폰 쓰지않기보행자 중심의 교통안전 문화를 만들기 위해, 오늘(6일)부터 일주일 간 '보행안전주간'이 전국 각지에서 실시됩니다.이 기간 동안 행정안전부는 무단 횡단하지 않기와 보행 중 휴대전화와 이어폰 사용하지 않기, 우측 보행 등을 보행 안전 수칙으로 정하고 지방자치단체와 현장 캠페인을 진행합니다.또 서울과 대구, 부산 등 11개 지역에서는 각 지자체 민간 기관과 경찰서 등이 함께 보행안전 릴레이 캠페인을 벌일 예정입니다.김예림 기자 lim@yna.co.kr#보행안전주간 #행정안전부 #캠페인연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)"
[출근길 브리핑-11월 6일] 오늘부터 공매도 전면 금지·가을비에 기온 '뚝'·...,"김주현 금융위원장이 17일 정부서울청사에서 열린 '제8차 금융규제혁신회의'에서 발언하고 있다. (사진제공=금융위원회)

◆오늘부터 공매도 전면 금지…내년 6월까지 시행

오늘부터 내년 6월까지 8개월간 증시에 상장된 모든 종목의 공매도가 전면 금지됩니다.

금융당국은 5일 오후 정부서울청사에서 열린 브리핑에서 공매도 전면 금지안을 발표했습니다. 앞서 정부는 이날 오후 임시금융위원회를 열고 '증권시장 공매도 금지조치'안을 의결했습니다.

금융당국은 공매도 전면 금지 기간 개인과 기관 간 '기울어진 운동장'이라는 논란이 반복되지 않도록 전반적인 제도 개선 방안을 검토해 내놓기로 했습니다.

공매도란 주가 하락이 예상되는 주식을 빌려 매도한 뒤 추후 더 낮은 가격에 해당 주식을 매수해 빌린 주식을 갚아 차익을 얻는 매매 기법을 말합니다. 현재 국내 공매도는 코스피200과 코스닥150 지수 구성 종목에 한해 가능합니다. 하지만 최근 글로벌 IB 두 곳의 불법 공매도 행위가 적발되면서 개인투자자들의 불만이 커졌습니다. 최근에는 국민의힘 권성동, 윤상현 의원 등 여당 의원들이 공매도를 한시적으로 전면 금지해야 한다며 손 놓고 있는 금융당국을 공개적으로 비판하기도 했습니다.

정부는 코스피와 코스닥, 코넥스 전 종목에 대해 내년 6월까지 공매도를 금지하지만, 시장조성자와 유동성공급자 등의 차입공매도는 허용하기로 했습니다.

◆전국 가을비에 기온 '뚝'…강풍에 체감 더 쌀쌀해

6일 오후까지 전국에 비가 내리고 강한 바람이 불 것으로 예상됩니다. 오후에는 비가 그친 후 찬 바람이 불어 기온과 체감 온도가 크게 떨어질 전망입니다.

비는 오후에 대부분 그치지만 수도권과 강원 영서, 충청 북부에는 7일 새벽까지 이어지는 곳도 있을 것으로 보입니다.

이날 낮 12시까지 돌풍·천둥·번개를 동반한 시간당 20~40㎜의 매우 강한 비가 내리는 곳도 있겠습니다. 강수량은 수도권, 충청권, 전라권, 경상권, 제주도 등 대부분 지역이 30~80㎜로 예상됩니다.

기상청은 ""밤부터 기온이 떨어지면서 내린 비 또는 눈이 얼어 중부내륙과 경북북부내륙을 중심으로 터널 입·출구 등에서 도로 살얼음이 나타나는 곳도 있겠으니, 교통안전에도 유의해달라""고 당부했습니다.

◆정부 ""245억 예산 투입해 김장물가 잡는다""

다시 돌아온 김장철에 높은 물가가 겹쳐 시민들의 우려가 이어지고 있습니다. 이에 정부는 김장물가를 잡기 위해 245억원의 예산을 투입하기로 했습니다.

지난 2일 추경호 경제부총리 겸 기획재정부 장관은 비상경제장관회의 겸 물가관계장관회의에서 배추·무 등 14종의 김장재료의 가격 인하를 위해 245억원의 예산을 투입한다고 밝혔습니다. 이는 역대 최대 규모로, 출하 계약과 비축 물량 1만 톤을 집중공급해 소비자 가격을 최대 60%까지 낮추겠다는 계획입니다.

정부가 김장재료 수급안정 대책을 시행한 뒤 배추 등 채소들의 가격이 하락했습니다. 고랭지 배추 포기당 가격은 3308원, 가을배추는 3688원으로 전일(4923원, 4626원)보다 32.8%, 20.3% 각각 하락했습니다.

농림축산식품부는 김장물가 안정을 위해 배추, 무, 고춧가루, 대파 등 농산물은 수입품을 포함한 정부비축물량 1만1000톤 방출을 결정하기도 했습니다.

◆서울에 퍼지는 빈대…서울시 '방제 비상'

인구 밀집도가 높은 서울에서도 각지에서 빈대 신고가 잇따라 시민 불편이 이어지면서 서울시도 방제에 비상이 걸렸습니다.

6일 서울시 각 지자체와 지자체 보건소에 따르면 25개 자치구 중 7곳에서 17건의 빈대 발견 신고가 접수됐습니다.

서울시는 일단 민원이 쪽방촌·고시원 등 주거 취약계층이 많이 거주하는 유형의 공동주택에 집중되는 상황을 감안, 위생 취약 시설 빈대 방제에 예산 5억원을 긴급 교부하며 집중 관리에 나섰습니다.

서울시는 지난달 31일부터 지자체와 쪽방촌·고시원 외 빈대 발생 가능성이 높은 숙박시설, 목욕장, 찜질방 총 3175곳의 전수 점검을 시작했습니다. 빈대 예방법을 홍보하고 시설 소독·침구 세탁 여부 등 위생관리 실태를 특별 점검할 방침입니다. 숙박시설 등에서 빈대가 발생한 경우 신속히 방제하도록 조치하고 첫 방제 작업 이후 10일 간격으로 2회 추가 점검해 빈대가 박멸됐는지 확인합니다.

많은 시민이 이용하는 지하철, 영화관 등 다중이용시설도 방제 대상입니다. 서울지하철의 경우 직물 소재 의자를 주기적으로 고온 스팀 청소하고 직물 의자를 단계적으로 변경해 나갈 예정입니다.

◆'도주 사흘째' 특수강도 피의자 김길수에 현상금 500만원

특수강도 혐의로 수감된 서울구치소 수용자 김길수(36)가 병원 치료를 받다가 도주해 당국이 사흘째 그의 행방을 쫓고 있습니다.

6일 수사당국 등에 따르면 법무부와 경기 안양동안경찰서는 폐쇄회로(CC)TV 영상 등을 토대로 김 씨를 뒤쫓고 있습니다.

김 씨는 지난 4일 오전 6시 20분께 안양시 동안구 한 병원에서 진료받던 중 달아났습니다. 지난달 30일 특수강도 혐의로 서울 서초경찰서에 체포된 그는 유치장에 있던 숟가락 손잡이를 삼킨 것으로 알려졌습니다.

김 씨는 병원 치료 3일 차인 4일 오전 화장실 사용을 이유로 보호장비를 잠시 푼 틈을 타 병원 직원 복으로 갈아입은 뒤 택시를 타고 도주했습니다. 교정당국은 김 씨가 도주한 지 1시간이 지난 오전 7시 20분께 경찰에 신고했고, 김 씨는 당일 오전 7시 47분 의정부시 의정부역 인근에서 하차한 것으로 확인됐습니다. 경찰은 이 과정에서 김 씨에게 택시비 등을 지원해 주는 등 그의 도주를 도운 여성을 조사했습니다.

법무부에 따르면 김 씨는 키 175㎝, 몸무게 83㎏의 건장한 체격으로 김 씨 검거의 결정적인 제보를 하면 현상금 500만원을 지급하고 신원도 보장한다고 밝혔습니다."
[교육현장에서] 체험학습을 다녀왔습니다,"얼마 전에 자연 체험을 하러 반 아이들과 양주에 있는 노고산에 다녀왔다. 체험학습 장소로 유명한 곳이라 처음 예약을 진행하던 시점엔 이미 비어있는 날짜가 거의 없는 상태였다. 덕분에 원하는 날짜에 예약하지 못하고 비어있는 날짜 2개 중에 하나를 골랐다. 조금 더 서둘렀어야 하는데 아쉬웠다. 다음에 가게 된다면 1학기 시작 전에 예약하리라 다짐했다.

상황이 반전된 건 학교에서 체험학습용 버스로 타고 다니던 전세 버스가 불법이 되면서부터다. 아이들이 타는 체험학습 버스 겉면에 노란색 랩핑이 되어 있어야 하고 안에는 어린이용 좌석이 설치되어 있어야 합법이라고 했다. 전세버스를 타고 다니다 경찰이 단속하면 걸리는 상황이었다. 그대로 체험학습을 진행하면 졸지에 불법을 저지르게 되었다.

관련 기사가 뜨자마자 교사 커뮤니티가 뒤집어졌다. 교사가 불법을 저지를 수 없으니 체험학습을 가지 않아야 한다는 이야기가 쏟아졌다. 당연하게도 많은 학교가 체험학습을 취소했다. 불법을 감수하면서까지 교육활동을 진행하고 싶은 교사는 없을 것이다. 어떤 학교에서는 가정통신문에 체험학습 취소를 전달하면서 관련 문의는 경찰서로 하라는 내용을 덧붙였다.

역풍이 심해지자 단속을 내년으로 유예하겠다는 내용이 나왔다. 그래도 잠잠해지지 않자, 시간이 조금 더 지나서는 학교에서 소풍 갈 때 일반 전세버스를 타도 불법이 아니라는 내용이 국회에서 통과됐다. 이미 대부분의 학교가 체험학습을 취소한 뒤였다. 버스를 단속하지 않겠다는데도 왜 학교에서는 체험학습을 취소했을까.

체험학습은 교사에게 계륵과 같다. 다녀오면 아이들에게 추억을 남길 수 있고, 교육과정과 연결된 체험이라면 교과서에서만 보던 것들을 실제로 볼 수 있는 기회도 제공할 수 있다. 어린 시절을 떠올려봐도 소풍 갔던 기억이 제일 먼저 난다. 체험학습만이 가지고 있는 좋은 점이 분명히 있다.

다만, 갔을 때 사고가 나면 인솔 교사가 다 책임을 져야 하는 게 가장 큰 문제다. 아무리 안전 교육을 해도 사고는 일어나기 마련이다. 이때 교사나 학교를 보호해줄 장치는 없다. 안전 교육을 제대로 했는지 아닌지부터, 당일에 어떻게 인솔했는지 하나하나가 도마에 오른다. 여기에 학부모들에게 체험비나 교통비를 걷어야 한다면 만들어야 할 문서가 확 늘어난다.

체험학습을 안 가도 교사에게 불이익 같은 건 없다. 오히려 안전을 중요시하는 학교에서는 관리자들이 체험학습을 못 가게 막기도 한다. 예전에 체험학습을 갔다가 안전 사고가 나서 트라우마가 있는 교사들도 있다. 좋은 마음으로 체험학습을 추진했는데 모두에게 상처만 남는다면 안 가는 게 맞다.

결국 모든 문제는 교사가 어디까지 책임을 져야 하는가로 귀결된다. 적법한 교육활동 중에 일어난 사건, 사고에 대해 교사의 책임을 일정 부분 면제해주지 않으면 교사는 점점 더 아무것도 할 수 없게 될 것이다. 내년에는 버스가 불법이 아니니 모든 학교가 기꺼이 체험학습을 갈 것인가. 교사에게만 책임 부담이 주어진 상황이 바뀌지 않는다면 체험학습이 영영 사라지게 될지도 모른다. 교사가 부담을 감수하고 교육활동을 진행해야 하는 게 아니라 당연한 일이 되면 좋겠다."
오늘(6일)부터 보행안전주간… 꼭 지켜야 할 4가지는?,"[헬스S] 겨울철 가려움증, 건선과 피부건조증 차이 뭐길래 급격하게 추워진 날씨에 바람도 더 차가워졌다. 체내 수분이 적고 피지 분비 기능이 떨어진 40~50대에겐 겨울은 가려운 계절이다. 피부는 각질층을 통해 수분을 유지하는데 건조해 습도가 떨어지면 이 각질이 들뜨고 갈라지기 때문이다. 피부건조증은 피부의 수분과 지질(기름막)이 줄어들면서 피부에 하얀 각질 등이 발생하는 질환을 가리킨다. 겨울에 춥고 건조해 피부 신진대사가 떨어지고 실내도 난방으로 고온 건조하면 피부를 통해 빠져나가는 수분량이 많아져 피부가 쉽게 건조해지고 거칠어지면서 발생한다. 피부건조증은 중장년층에서 더 많이 발생하는데 55세를 지나면 피부 장벽의 회복 능력이 저하되기 때문이다. 최근에는 주거환경의 변화로 인한 과도한 난방, 잦은 목욕 등 여러 가지 원인으로 젊은 층에서도 발생하고 있다.주로 팔·다리의 폄부위, 골반과 허리, 옆구리, 손등, 정강이 등에 발생한다. 피부건조증이 발생하면 피부가 당기는 느낌이 들고 가려움증이 동반되는데 가렵다고 긁게 되면 피부에 상.."
10만 홍대 인파 촘촘히… 마포 ‘안전실천’,"핼러윈 맞아 상황관리팀 구성

순찰하며 도로시설물 등 정비



지난달 28일 핼러윈 인파 관리에 나선 박강수(오른쪽 두 번째) 서울 마포구청장이 홍대 레드로드에 불법 주정차된 오토바이를 이동 조치하고 있다.

마포구 제공

핼러윈 기간 인파밀집에 대비해 비상 대응에 나섰던 서울 마포구가 5일간의 특별 안전 점검을 마무리했다.



구는 핼러윈 기간인 지난달 27일부터 지난 1일까지 최대 7만명의 인파가 홍대에 운집할 것으로 보고 상황관리 특별 태스크포스(TF)팀을 긴급 구성하고 마포경찰서, 마포소방서, 서울교통공사 등과 함께 홍대 레드로드 일대 안전 관리에 나섰다.



투입된 인력은 마포구 직원 484명, 경찰 1300명, 소방 262명, 자원봉사자 150명 등 2196명이었다. 이들은 저녁부터 새벽까지 홍대 지역을 순찰하며 보행에 위험이 되는 불법광고물 107건, 전동킥보드 등 적치물 335건을 정비·계도했다. 넘어짐 사고를 막기 위해 도로 시설물 10건을 보수하고 4건의 전기시설물에 대해 안전조치를 실시했다.



서울시 실시간 도시데이터 집계에 따르면 지난달 28일 오후 8시쯤 9만 4000명의 인파가 홍대에 집결한 것으로 확인됐다. 실시간 인파관리를 위해 레드로드 6곳에 설치한 인공지능(AI) 인파관리시스템도 제 몫을 했다. 박강수 마포구청장은 “마포구가 대한민국 문화 관광을 대표하는 안전한 자치구로 위상을 높일 수 있도록 세심히 살피겠다”고 말했다.

오달란 기자"
농산물 절도·빈집털이 극성인데… 부러진 ‘농민 지팡이’ 치안센터,"‘치안 공백’ 우려에 폐지안 신중론



농촌 안전·민원 처리 최근접 기관

전국 952곳 중 576곳 폐쇄 계획

절도 年541건, 검거는 절반 안돼

농심 “우린 누가 지켜주나” 불안

지구대·파출소가 없는 농산어촌의 안전과 각종 민원을 담당하는 치안센터가 폐지 위기에 처했다.



5일 서울신문 취재를 종합하면 최근 경찰청이 지역 치안센터를 대폭 축소할 것을 발표하면서 지역마다 치안센터 폐지 검토에 착수했다. 앞서 지난 6월 경찰청은 전략회의를 열고 시·도경찰청 현장인력을 확보하고 국유재산 관리 등을 위해 치안센터 폐지를 추진키로 했다. 경찰청은 이같은 내용의 공문을 지난달 시도 경찰청에 내려보냈다. 도서 벽지 지역과 경찰서별로 1~2개소만 남기고 전국 치안센터 952개소 중 576개소를 올해 안으로 폐지한다는 계획이다.



보통 1~2명이 근무하는 치안센터는 생활 속 민원을 처리하고, 범죄 발생시 즉시 인근 경찰서에 통보해 빠른 출동을 돕는 역할로 농촌 주민들로부터 호응을 얻어 왔다. 전북지역 한 치안센터에서 근무했던 A 경감은 “멀리 경찰서나 파출소까지 가기 어려운 노인분들이 농산물 절도, 이웃과의 다툼 등 각종 민원과 신고를 위해 치안센터를 수시로 방문하고 있다”면서 “곧 폐쇄될 거라는 소식을 듣고 벌써부터 많이 걱정하고 있다”고 말했다.



치안센터 폐지의 주된 이유는 인력 부족이다. 전북만 보더라도 65개소 치안센터 중 경찰관이 없는 곳이 29곳에 달한다. 28곳은 1~2명만 근무한다. 인건비와 유지비 등 비용적인 측면도 폐지에 영향을 미쳤다. 치안센터 폐지를 이미 통보한 지역도 있다. 경남의 경우 의령경찰서 관할의 치안센터 중 정암, 대의, 용덕, 궁류, 봉수 5개소를 올해 안으로 폐지하기로 했다.



그러나 농촌지역은 수확기 때마다 농산물 절도가 잇따르고, 인구 밀집 지역보다 빈집털이 등의 범죄에 더 취약해 치안을 강화해야 한다는 주장도 나온다. 경찰청 자료에 따르면 최근 5년간(2018~2022년) 연평균 541건의 농산물 절도가 발생했지만, 검거는 절반에도 못 미친 226건(41.8%)에 그쳤다. 치안센터 문을 닫더라도 대안 마련이 요구되는 이유다. 또 치안센터 폐쇄에 따른 주민들의 심리적 불안감 해소도 해결해야 한다.





박종승 전주대 경찰학과 교수는 “치안센터를 유지하는 게 최선이지만, 모든 센터마다 경찰 인력이 상주하는 게 불가능하다면 주기적으로 순찰을 하고 민원을 확인하는 식의 차선책이 필요하다”면서 “1급지는 자율방범대를 활용하는 협력 치안이 가능하고, 고령인구가 많은 3급지는 치안센터 사무실을 일정 시간대를 정해 법률 자문 공간으로 활용하는 방안도 고민해야 한다”고 말했다.설정욱 기자"
"인니서 유리다리 '와장창'…관광객, 10m 아래로 추락사","경찰 ""다리 소유주, 과실치사 혐의로 기소""

[파이낸셜뉴스] 인도네시아 한 관광 명소에 설치된 유리 다리가 깨져 그 위를 걷던 관광객 한 명이 숨졌다.지난 2일(현지시간) 미국 비즈니스인사이더에 따르면 사고는 지난 10월 25일 인도네시아 중부 반유마스의 림파쿠우스 소나무 숲에 설치된 유리 다리에서 일어났다.바유마스시 경찰서장 에디 수란타 사이트푸는 현지 매체와의 인터뷰에서 “관광객 4명이 유리 다리를 건너고 있는데 유리 패널이 깨졌다”고 밝혔다.이들 중 2명은 손잡이를 붙잡아 떨어지지는 않았지만 다른 2명은 10m 아래로 추락했다. 추락한 2명 중 1명은 가벼운 상처만 입고 생존했다. 하지만 나머지 1명은 사망했다.바유마스시 경찰의 범죄 수사 부서장 아구스 수프리아디는 ""다리를 설치한 건설 회사가 매우 얇은 유리를 사용했다""라며 ""다리가 설치된 이후 제대로 된 유지 관리가 되지 않았고 안전 검사도 받지 않았다""라고 밝혔다.사건 현장이 담긴 동영상은 소셜미디어 '틱톡(TikTok)'에서 200만 회 이상의 조회 수를 기록했다.영상에 따르면 다리에 관광객이 매달려 있고 다리 위의 두 사람이 그를 끌어올리고 있다.경찰 당국은 사고가 발생한 유리 다리 소유주를 관광객 사망에 따른 과실치사 혐의로 기소했다고 밝혔다. 소유주는 이후 구금된 것으로 전해졌다."
건보공단 '불법점거 농성' 고객센터 노조 400여명 고소,"요약봇 바로가기 복사하기 본문 글씨 줄이기 본문 글씨 키우기

닫기 자동 추출 기술로 요약된 내용입니다.

요약 기술의 특성상 본문의 주요 내용이 제외될 수 있어,

전체 맥락을 이해하기 위해서는 기사 본문 전체보기를 권장합니다."
