제목,기사 내용
"고양도시관리공사, 제8회 대한민국 범죄예방대상경찰청장 표창 수상","경찰청 차장 조치호, 일산서부경찰서 범죄예방대응과 경사 김영민, 고양도시관리공사 도시전략처장 김승용, 도시교통본부장 황경호, 재생사업팀장 여동규, 재생사업팀 주임 송용진, 일산서부경찰서 범죄예방대응과장 경정 황영식, 중앙일보S 대표이사 정철근

고양도시관리공사(사장직무대행 이종경)는 지난 10일 오후 서울 중앙일보홀에서 개최된 '제8회 대한민국 범죄예방대상' 시상식에서 경찰청장 표창 수상자로 선정되었다고 13일 밝혔다.

대한민국 범죄예방대상은 치안활동 참여를 확산하고 자발적 참여 의지를 견인하기 위해 지난 2016년부터 매년 지역사회 범죄예방에 공헌한 공공기관·사회단체·기업 등을 선정해 포상하고 있다.

공사는 고양시로부터 도시재생뉴딜사업을 수탁받아 지역주민 및 관계기관과 지속적인 협업 과정을 통해 지능형 방범용 CCTV·스마트 횡단보도·지하보도 경관개선·초등학교 보행환경 개선·농협창고 리모델링을 통한 복합문화예술창작소 조성 등 일산역 일대에 핵심 범죄 예방 구역을 구축함으로써 범죄 예방효과를 획기적으로 개선하였다는 평가를 받았다.

공사 황경호 도시교통본부장은 ""이번 경찰청장 표창 수상은 우리 공사 혼자 이뤄낸 성과가 아닌 고양시, 일산서부경찰서, 지역주민 등의 참여를 통해 함께 이뤄낸 성과로 그 의미가 더 크다""라고 말하고 ""앞으로도 시민의 안전을 위해 다양한 분야에서 협업하고 소통해 나아가겠다.""고 밝혔다."
"거제소방서 신축이전 예정지, 옥포조각공원으로 확정","큰사진보기 ▲ 거제소방서 전경. @거제신문DB ⓒ 거제신문 관련사진보기

덧붙이는 글 | 이 기사는 거제신문에도 실렸습니다.

좁고 낡은 거제소방서 신축이전 예정지가 옥포조각공원으로 확정되는 모양새다.거제소방서는 애초 거제시가 조성중인 행정타운으로 옮길 예정이었으나 행정타운 조성이 기약없이 늦어짐에 따라 방향을 선회해 옥포조각공원으로 신축 이전하는 방안을 사실상 확정했다.소방서와 함께 행정타운으로 이전을 추진했던 거제경찰서는 행정타운은 물론 장평동 이전마저 무산되자 새로운 부지 물색에 골머리를 앓고 있다.대우조선해양 부지였던 옥포동 산79-2번지 일원(44필지) 옥포조각공원은 옛 대우조선해양이 재산세 대신 2021년 물납한 부지(5만655㎡)로 현재 거제시 소유다.준공업지역 국가산업단지로 지원시설용지 4만9805㎡·녹지 850㎡로 지정돼 있다.거제소방서는 행정타운 조성공사 지연에 따라 신축예정 대체부지 물색에 나서 옥포조각공원에 새 청사를 신축키로 방침을 정했다.지난 8월31일 옥포동 31개 단체장 회의를 개최하고 주민의견도 수렴했다.9월7일 경남도의회 건설소방위원회 소속 전기풍 의원 등이 박종우 거제시장 면담을 통해 소방서 이전에 대해 협의하고 옥포조각공원 이전에 찬성하는 시민 서명부를 제출하기도 했다.이어 거제시 도시계획과 및 공원과 등 관련 부서와 행정협의를 통해 옥포조각공원을 신축이전지로 확정하고 행정 절차를 밟고 있다.거제시도 소방서 신축이전을 위한 도시개발계획 용역비를 추경에서 편성했고, 공원과는 도시개발계획 완료 후 토지무상사용 등을 허가할 예정인 것으로 알려졌다.거제소방서가 필요로 하는 면적은 1만6579㎡(5000~6000평정도)이다. 기본설계 등에 따라 면적은 유동적으로 변할 수 있다.소방서는 이곳에 청사와 함께 소방체험시설, 훈련탑 등을 건립할 예정이다. 부지(거제시가 무상 대여)를 제외한 총사업비는 300억 원 가량으로 추산된다.대체부지 내 신축이전을 위해서는 넘어야 할 산도 많다. 우선 도시개발계획 변경과 법면 부지 내 청사신축 안정성 검토 및 지반 성토가 선행돼야 한다. 소방차량 진출입도로(왕복 4차선) 신호체계 개편과 가감차로 조성 등 사전 협의 사항도 산재해 있다.하지만 법면 경사도가 심해 토목공사에 난공사가 우려되고 공사비가 증액될 수 있다는 전망도 나온다.우선 거제소방서는 거제시와 협의해 녹지와 대로인 계획용지를 공용청사용지로 변경할 계획이다. 내년 상반기 도시개발계획 변경 용역을 마무리 짓고, 연말까지 공유재산심의 및 관리계획 의결, 토지 무상 사용허가 등 행정 절차를 끝낼 예정이다.예산을 확보해 2025년 설계를 마무리하고 2026년 착공해 2027년 말 준공하는 일정을 잡고 있다.한편 거제소방서는 1990년 1월 거제시 옥포동 진목로 고갯마루에 문을 연 이후 30여년이 지난 현재 낡고 협소해 청사 이전이 시급한 상황이다.당시 82명이었던 직원 수는 정원이 320명이 넘는 조직으로 변했고, 안전 문화가 확대되면서 소방의 여건도 많이 변화됐다.화재진압 위주의 소방 사무에서 현재는 구조·구급·일반 생활불편 민원까지 사회 전반의 다양한 재난 현장을 담당하는 컨트롤타워 기능을 수행하고 있다.폭발적인 소방서비스 수요 증가로 많은 인력과 장비가 충원됐지만 이에 반해 협소하고 노후한 청사는 30년 이전의 수준에 머물러 있다.특히 교통 여건상 구조·구급출동에 애로를 겪어왔고 소방대원들의 현장 대응 능력 향상을 위한 다목적 훈련시설이나 체력단련실·심신안정실 설치가 필요하다는 지적이 꾸준히 제기됐다.또 현재 청사 소방안전 체험시설은 소방차량 탑승 체험·소화기 실습 등에 국한돼 있다. 다양한 재난안전체험을 위해선 2시간 거리의 합천군 경상남도 안전체험관까지 다녀오는 실정이다.이에 거제소방서는 2015년부터 거제시가 조성중인 행정타운으로 신축이전을 기대했다. 하지만 행정타운 조성공사가 지연되자 청사 이전을 위한 새로운 부지를 찾아 나섰고, 최근 옥포조각공원에 신축 이전하는 것으로 가닥 잡았다.옥포주민들과 거제시도 옥포조각공원으로의 신축이전을 반기는 모양새여서 거제소방서 신축이전 예정지는 옥포조각공원으로 사실상 확정된 셈이다.주태돈 거제소방서장은 ""해양관광 국제도시로 변모할 거제시에 걸맞은 역량도 갖추고 후배 소방관들이 소방호스를 마음껏 펼치며 훈련할 수 있는 공간을 마련하는 것이 소망""이라면서 ""거제소방서의 백년대계를 꿈꾸며 하루속히 교육훈련장과 안전체험장을 갖춘 다목적 소방서가 만들어질 수 있도록 시민들의 많은 관심과 협조를 바란다""고 전했다.거제시 관계자도 ""옥포조각공원은 시유지이고 현재 국가산단 지원시설용지여서 특별한 어려움 없이 청사 신축이 가능할 것으로 보인다""며 ""소방서와 주민들의 요청이 있는 만큼 관련 절차를 밟아 신축이전을 추진할 계획""이라고 밝혔다."
경남경찰 이달 말까지 도심 이륜차·전동킥보드 집중단속,"경남경찰청은 이달 말까지 3주 동안 도심권에서 이륜차와 전동킥보드를 대상으로 법규위반행위에 대해 집중 단속을 한다고 13일 밝혔다.지난달 말 기준으로 전체 교통사고 사망자 188명 가운데 이륜차 교통사고 사망자는 49명으로 26%를 차지하고, 전동킥보드 교통사고 사망자도 1명 발생했다.특히 이륜차 사망사고 49명 중 29명(59%)이 도심권에서 발생했고, 전동킥보드 사고는 지난 7월11일 오전 7시쯤 양산 북정동에서 발생한바 있다.이에 경찰은 기동단속팀(암행순찰차 2대, 싸이카 10대)을 구성해 창원중부서 등 13개서에서 경찰서 교통 외근과 합동단속을 한다는 계획이다.주요단속 대상은 이륜차 무등록·번호판 미부착, 신호 위반, 인도 주행과 전동킥보드 무면허 운전, 안전모 미착용, 2인 이상 탑승행위를 단속한다.단속장소는 배달 이륜차와 전동킥보드 운행이 많은 식당가, 주택가, 대학가 및 중·고등학교 주변 뿐만 아니라 스쿨존 내에서도 단속을 병행할 예정이다.또 도심권 배달대행업체, 공유 전동킥보드 업체와 간담회 개최 및 SNS를 통한 최근 사고사례를 공유하는 등 지속적으로 홍보 활동도 실시할 예정이다.경남경찰청 관계자는 “이번 주 수능시험 후 이륜차와 전동킥보드의 법규위반 행위가 증가할 것으로 예상되고, 이륜차와 전동킥보드의 경우 신체가 외부로 노출돼 가벼운 접촉사고라도 크게 다칠 수 있으므로 반드시 법규를 준수해서 운행해야 한다”고 말했다.창원=강민한 기자 kmh0105@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr) , 무단전재 및 수집, 재배포금지"
성주군 탄소중립 실천을 위한 '성주군 자전거 대축전' 개최,"지난 11일 성주읍 이천변 주차장 일원에서 성주군 자전거 대축전 행사가 열리고 있다.

경북 성주군이 11일 성주읍 이천변 주차장 일원에서 자전거라이딩을 즐기는 동호인과 지역주민 200여 명이 참여한 가운데 탄소중립실천을 위한 '성주군 자전거 대축전'을 개최했다.



성주군체육회, 성주군자전거동호회, 성주군지속가능발전협의회의 후원으로 마련된 이 날 행사는 이천변주차장을 출발해 벽진면 생활체육공원으로 왕복하는 코스(13Km)로 진행했다.



이천 강변을 따라 진행되는 코스는 무르익은 가을 정취를 직접 몸으로 느끼며 달리는 즐기러움을 제공했다. 행사장을 찾은 지역주민들을 위해 탄소중립실천 홍보 및 체험 부스를 마련해 지구사랑 캠페인을 진행하는 한편, 자전거로 등하교하는 학생들의 안전을 위해 안전모 전달식이 이어졌다.



또한 성주경찰서, 성주군 자율방범대 , 성주해병대전우회 회원들은 코스 곳곳에 배치되어 라이딩을 도왔다.



이병환 성주군수는 ""성주군에서 처음으로 자전거 대축전을 열게 되어 기쁘다""며 ""오늘 행사는 대회가 아닌 만큼 가족, 동료들과 함께 즐거운 시간을 갖길 바란다""라고 말했다.





석현철기자 shc@yeongnam.com



석현철 기자 기사 전체보기

영남일보(www.yeongnam.com), 무단전재 및 수집, 재배포금지"
"목포해경, 신안·진도 등 섬지역 수능 수험생안전수송 지원","목포해양경찰서 목포해경이 오는 16일 실시하는 ‘2024학년도 대학수학능력’ 시험을 앞두고 도서지역 수험생의 안전한 수송 지원에 나선다.



목포해양경찰서는 대입 수능시험 응시를 위해 목포(육지)로 이동하는 신안·진도지역 고등학교 수험생의 안전한 이송을 위한 안전수송 계획을 수립 시행한다고 13일 밝혔다.



해경은 수능시험 예비소집일(15일)과 시험당일(16일) 기상악화로 여객선이 운항하지 못하는 등 비상상황이 발생할 경우 해당 학교장의 수험생 이송 요청에 따라 경비함정을 투입, 수험생들을 직접 수송할 예정이다.



올해는 신안군에서는 도초고등학교 등 55명, 진도군은 조도고등학교 2명 등 관내에서 57명의 도서지역 수험생이 목포에 마련된 고사장에서 시험을 치르게 된다.



목포해경 관계자는 “해상 기상악화 등 만약의 상황에 대비해 도서지역 수험생들의 원활한 육지 시험장 도착을 위해 만전을 기 하겠다”고 말했다. 목포=정기찬 기자 목포해경이 오는 16일 실시하는 ‘2024학년도 대학수학능력’ 시험을 앞두고 도서지역 수험생의 안전한 수송 지원에 나선다.목포해양경찰서는 대입 수능시험 응시를 위해 목포(육지)로 이동하는 신안·진도지역 고등학교 수험생의 안전한 이송을 위한 안전수송 계획을 수립 시행한다고 13일 밝혔다.해경은 수능시험 예비소집일(15일)과 시험당일(16일) 기상악화로 여객선이 운항하지 못하는 등 비상상황이 발생할 경우 해당 학교장의 수험생 이송 요청에 따라 경비함정을 투입, 수험생들을 직접 수송할 예정이다.올해는 신안군에서는 도초고등학교 등 55명, 진도군은 조도고등학교 2명 등 관내에서 57명의 도서지역 수험생이 목포에 마련된 고사장에서 시험을 치르게 된다.목포해경 관계자는 “해상 기상악화 등 만약의 상황에 대비해 도서지역 수험생들의 원활한 육지 시험장 도착을 위해 만전을 기 하겠다”고 말했다."
"상서파출소, 협력치안을 통한 교통사고 예방활동","부안경찰서(서장 박성수) 상서파출소는 공동체 치안 활동을 통해 주민 안전을 지키고 있다.

특히 농사철 주민들의 야간 활동이 늘어날 것을 대비해 부안중앙농협과 함께 야광 반사지 500매를 제작 배포하는 등 교통사고 예방에 앞장서고 있다.

아울러 이륜차와 농기계 및 어르신 교통사고 예방을 위해 각종 교통법규 준수 및 밝은 옷 입기, 안전 장구 착용 등에 대해 주민들의 경각심을 높였다.

이에 이장들은 마을에 교통사고 예방, 농산물절도 예방, 보이스피싱 예방 등과 관련해 “마을 방송 실시 및 주민들에 대한 당부로 범죄 및 안전사고가 발생하지 않도록 최선을 다하겠다”며 부안경찰의 관심과 홍보에 감사의 뜻을 전했다.

박성수 경찰서장은 “지속적인 주민위주의 치안활동을 통하여 부안 관내에서는 누구나가 안심하고 생업에 종사할 수 있도록 최선을 다하겠다”고 밝혔다."
"공주시, '제8회 대한민국 범죄예방 대상' 우수기관 선정 '쾌거'","13일 공주시가 경찰청과 중앙일보가 공동 주최한 ‘제8회 대한민국 범죄예방 대상’에서 전국 255개 기관단체 중 충청남도에서 유일하게 범죄예방디자인(CPTED) 부문 우수기관으로 선정됐다. 공주시 제공

[세종=디트뉴스 정은진 기자] 공주시가 ‘제8회 대한민국 범죄예방 대상’에서 우수기관 선정되는 쾌거를 이뤘다.

13일 공주시(시장 최원철)가 경찰청과 중앙일보가 공동 주최한 ‘제8회 대한민국 범죄예방 대상’에서 전국 255개 기관단체 중 충청남도에서 유일하게 범죄예방디자인(CPTED) 부문 우수기관으로 선정됐다고 밝혔다.

대한민국 범죄예방대상은 범죄예방을 위해 적극적으로 활동해 온 지자체와 공공기관, 사회단체 등을 대상으로 치안거버넌스, 사회적약자 보호, 범죄예방디자인(CPTED) 등 3개 부문으로 나눠 시상하는 상이다.

공주시는 지난 3회 수상에 이어 올해 또다시 범죄예방디자인(CPTED) 부문에서 우수기관으로 선정됐다.

시는 그동안 여성 범죄에 취약한 대학교 인근 원룸촌에 전국 최초로 방범 시설 지원 근거 조례를 기반으로 방범 방충망과 창문 자동잠금장치 등 184개소를 설치해 학생들이 안심하게 거주하면서 학업에 전념할 수 있는 여건을 마련했다.

또한 구도심을 대상으로 조도 개선, 벽화그리기, 안전펜스, 주민쉼터, 폐쇄회로 텔레비전(CCTV) 등을 설치해 마을 환경을 쾌적하게 만드는데 일조한 바 있다.

이어 최근 5년간 공주경찰서와 협업해 여성 범죄취약지역과 범죄 위험성이 높은 구역을 대상으로 꾸준히 발굴해 매년 공모사업 및 자체사업 6건에 20억 원을 투입했으며, 방범용 폐쇄회로 텔레비전(CCTV) 설치에도 40억원을 투입하여 927대를 설치했다.

이 같은 노력에 공주시의 5대 범죄(살인, 강도, 강간·강제추행, 절도, 폭력) 발생률은 2018년 916건에서 2022년 755건으로 21% 포인트 줄어드는 등 매년 감소하고 있다.

최원철 시장은 “공주경찰서, 관계기관, 주민과의 유기적인 상호 협력하고 안전 순찰을 강화하여 공주시민 모두가 안심하고 살 수 있는 안전한 도시를 만드는데 최선을 다하겠다”라고 밝혔다."
"대전 동구, 사회적약자 보호 부문 최우수 기관 선정","박희조 동구청장과 동구청 직원들이 사회적약자 보호 부문 최우수 공공기관 표창 수상 기념 촬영을 하고 있다. 사진=대전 동구 제공

[대전=데일리한국 정예준 기자] 대전 동구(구청장 박희조)는 제8회 대한민국 범죄예방대상에서 사회적약자 보호 부문 최우수 공공기관으로 선정돼 여성가족부 장관 표창을 받았다고 13일 밝혔다.

대한민국 범죄예방대상은 범죄예방과 치안활동에 대한 사회적 관심을 높이고 지역사회의 참여를 유도하기 위해 범죄예방에 공헌한 민간기업, 공공기관 등 우수단체에 수여하는 상이다.

구는 동부경찰서, SK쉴더스와 협업해 여성 1인 가구와 한부모 가족을 대상으로 주거침입 예방을 위한 보안 장치인 ‘안심홈세트’, ‘안심도어서비스’를 지원해, 여성이 안심하고 생활할 수 있는 안전한 도시 환경을 조성했다는 측면에서 높은 점수를 받았다.

박희조 동구청장은 “이번 수상은 민관의 유기적인 협업으로 안전한 주거 환경을 조성하고 위급상황 시 신속한 대응체계를 구축한 성과를 인정받은 것”이라며 ”앞으로도 남녀노소 누구나 안심하고 생활할 수 있는 도시 환경 조성에 최선을 다하겠다”고 말했다."
"서산시, 2024학년도 수능 지원...안전과 편의 최우선","이 시장 “빈틈없는 행정지원” 당부... 교통‧소음 관리 등 대비 철저

[충청뉴스 권상재 기자] 이완섭 서산시장이 13일 시청 대회의실에서 열린 확대간부회의에서 “수험생들이 안전하고 원활하게 수능에 임할 수 있도록 빈틈없는 행정지원을 펼쳐달라”라고 강조했다.

13일, 이완섭 서산시장이 시청 대회의실에서 열린 확대간부회의에서 수능 대책 만전을 강조하는 모습

시는 오는 16일 열리는 2024학년도 대학수학능력시험에서 수험생이 원활하게 시험을 치르도록 2024학년도 수능 지원 대책을 추진한다고 밝혔다.

시에 따르면 서산시에서는 3개 시험장에서 약 1천1백 명의 수험생이 대학수학능력시험에 응시하며, 시는 수능 시험장인 서령고, 서산여고, 서산중앙고 3개 시험장을 중심으로 수험생 수능 편의를 지원한다.

먼저 시는 교통대책으로 시험장 주변 교통관리와 주차질서 확립에 나선다.

서산경찰서, 모범운전자회 등 유관기관, 단체와 협조체계를 구축해 교통혼잡 방지를 위한 교통지도 단속 차량를 투입하고, 긴급 수송차량을 지원한다.

13일 시청 대회의실에서 열린 확대간부회의에서 수능 대책 만전을 강조하는 모습

시험장 인근에서는 교통통제를 통해 수험생의 이동을 도울 예정이다.

수험생 편의를 위해 택시 등에도 수험생 승객을 우선 탑승토록 하고, 시내버스 결행을 대비해 시에서는 비상수송차량을 운행할 계획이다.

교통 흐름 조정을 위해 수능 당일 전 직원의 출근 시간을 기존 9시에 10시로 조정하고 관내 유관기관과 사업체에도 통근버스 운행시간 조정을 유도키로 했다.

소음 방지를 위해 시험장 주변 공사와 항공기 운행, 군사 훈련 등을 자제할 것도 요청했다.

또한, 한파 등의 기상 악화에 대비해 신속한 제설 대응책을 마련하는 등 안전관리에 힘쓴다.

이완섭 서산시장은 “수험생이 최선의 상태에서 수능에 임할 수 있도록 해야 한다”라며 “안전하고 원활한 수능 추진을 위해 빈틈없는 행정지원에 힘쓰겠다”라고 말했다.

저작권자 © 충청뉴스 무단전재 및 재배포 금지"
"대전 동구, 사회적약자 보호 부문 '최우수 기관' 선정","제8회 대한민국 범죄예방대상에서 여성가족부 장관 표창 받아

[충청뉴스 김남숙 기자] 대전 동구는 제8회 대한민국 범죄예방대상에서 사회적약자 보호 부문 최우수 공공기관으로 선정돼 여성가족부 장관 표창을 받았다고 13일 밝혔다.

박희조 동구청장과 동구청 직원들이 수상 기념 촬영을 하고 있다.

대한민국 범죄예방대상은 범죄예방과 치안활동에 대한 사회적 관심을 높이고 지역사회의 참여를 유도하기 위해 범죄예방에 공헌한 민간기업, 공공기관 등 우수단체에 수여하는 상이다.

구는 동부경찰서, SK쉴더스와 협업해 여성 1인 가구와 한부모 가족을 대상으로 주거침입 예방을 위한 보안 장치인 ‘안심홈세트’, ‘안심도어서비스’를 지원해, 여성이 안심하고 생활할 수 있는 안전한 도시 환경을 조성했다는 측면에서 높은 점수를 받았다.

박희조 동구청장은 “이번 수상은 민관의 유기적인 협업으로 안전한 주거 환경을 조성하고 위급상황 시 신속한 대응체계를 구축한 성과를 인정받은 것”이라며 ”앞으로도 남녀노소 누구나 안심하고 생활할 수 있는 도시 환경 조성에 최선을 다하겠다”고 말했다.

저작권자 © 충청뉴스 무단전재 및 재배포 금지"
"여수광양항만공사, 행안부 '제8회 대한민국 범죄예방 대상' 수상","지난 10일 오후 서울 중앙일보홀에서 열린 ‘제8회 대한국민 범죄예방 대상’ 시상식에서 공사 박성현사장(중앙)과 중앙일보에스 대표(오른쪽), 경찰청 조지호차장(왼쪽)이 단상에서 기념촬영을 하고 있다. /여수광양항만공사 제공

여수광양항만공사(이하 공사)가 경찰청과 중앙일보가 공동 주최하는 ‘제8회 대한민국 범죄예상 대상’에서 치안 거버넌스 부문 최우수기관으로 선정돼 지난 10일 행정안전부 장관 표창을 수상하는 영예를 안았다.

대한민국 범죄예방 대상은 범죄예방 문화 확산을 위해 지난 2016년부터 매년 우리나라 모든 행정기관, 공공기관, 사회단체 및 기업을 대상으로 치안 거버넌스, 사회적 약자보호, 셉테드(CPTED, 범죄예방 환경설계) 등 3개 부문에서 범죄예방에 공헌한 곳을 선정해 시상하는 행사다.

공사는 지역사회의 다양한 주체가 참여하는 안전 공동체의 플랫폼 역할을 실효성 있게 추진해 범죄예방 활동에 기여한 공로로 치안 거버넌스 부문에서 최고의 평가를 받아 공공기관 가운데 유일하게 장관상을 수상했다.

그간 공사는 지역 공동체와 범죄예방을 위해 광양경찰서와 협업으로 격오지 마을 CCTV 설치, 공사 보유 첨단 드론 활용 실종자 수색, 여성안심 귀갓길 조성, 교통사고·해상안전 캠페인 전개, 공중화장실 안전환경 개선 등 지역사회 안전문화 확산을 위한 선도적인 역할을 수행했다.

공사는 또 취약계층 대상 희망의 집 고치기 및 공부방 조성, 장애아동 재활·치유 프로그램 운영, 다문화가정 어린이 건강성장 지원, 저소득 취업준비생에게 따뜻한 식사 제공, 취약계층 우수학생 발굴을 위한 행복장학제도 운영 등 사회 안전망 확충을 위해 노력했다.

아울러, 어르신 도시락 배달을 겸한 고독사 예방 활동, 농어촌 노인 이동복지 서비스, 산림 인접지역 주택화재 안전시설 설치, 지역민 소통 공간 조성, 국내항만 최초 항만근로자 및 주민의 건강 증진을 위한 건강관리실 운영, 안전한 항만 환경 조성을 위한 자원 재생 프로젝트 등 안심 공동체 구현을 위한 다양한 활동을 펼치고 있다.

이외에도 상생과 소통을 기반으로 추진하고 있는 공사의 범죄예방을 위한 노력은 ‘나눔의 바다를 열어, 행복한 세상을’이라는 슬로건 아래 28개 지역 소재 기관·단체와 협업으로 30여 개의 각종 사업을 추진해 매년 2만여 명의 주민에게 수혜를 주고 있어 지역사회에 귀감이 되고 있다.

박성현 여수광양항만공사 사장은 “이번 영예로운 대상 수상은 범죄없는 지역을 만들기 위해 지역사회 구성원 모두와 협력해 만들어낸 결과”라며 “앞으로도 지역 공동체 안전망을 더욱 강화하기 위해 공사의 모든 역량을 동원하겠다”고 수상 소감을 피력했다. 동부취재본부/허광욱 기자 hkw@namdonews.com"
"강릉소방서, 강릉역서 관계기관과 화재 예방 합동 캠페인","[FPN 정재우 기자] = 강릉소방서(서장 정만수)는 지난 10일 ‘불조심 강조의 달’을 맞아 강릉역 인근에서 ‘강릉 시민과 함께하는 겨울철 화재 예방 합동 캠페인’을 펼쳤다고 밝혔다.

이번 캠페인은 화재 발생이 빈번한 겨울철에 시민을 대상으로 화재에 대한 경각심을 알리기 위해 실시됐다. 강릉시청과 강릉경찰서, 한국산업안전보건공단 관계자들이 참가했다.

주요 내용은 ▲주택용 소방시설 설치 ▲방화문 닫기 ▲승강기 안전 사용 ▲비상구 폐쇄 및 불법 행위 대국민 신고제도 홍보 등이다.

소방서 관계자는 “겨울철에는 작은 불씨로도 쉽게 화재가 번질 수 있다” 며 “국민의 각별한 주의가 필요하다”고 말했다.

정재우 기자 wampc@fpn119.co.kr"
"[대전소식]동구, 사회적약자 보호 부문 최우수 기관 선정 등",[대전=뉴시스] 조명휘 기자 = 박희조(왼쪽 두번째) 대전 동구청장과 직원들이 제8회 대한민국 범죄예방대상에서 사회적약자 보호 부문 최우수 공공기관으로 선정돼 여성가족부 장관 표창을 받은 것을 기념해 사진을 찍고 있다. (사진= 동구청 제공) 2023.11.13. photo@newsis.com *재판매 및 DB 금지
"태안경찰서, 자율방범대 법정단체 출범식 및 창립 30주년 기념식 개최","자율방범대 법정단체 출범식 및 창립 30주년 기념식 단체사진

[충남일보 문길진 기자] 충남 태안경찰서는 지난 12일 태안 군민체육관에서 태안군자율방범연합대 법정단체 출범식 및 자율방범대 창립 30주년 기념식을 가졌다.

이날 행사에는 주진화 태안경찰서장 외 경찰서 각 과장, 지구대·파출소장과 박윤범 태안군 자율방범연합대장 및 대원 300여명이 참석했다.

자율방범대는 오래전부터 범죄예방과 청소년 선도활동 등을 위해 자발적으로 결성된 지역사회 봉사단체로 그동안 법적 근거가 없어 체계적이고 안정적인 지원을 받지 못하는 문제점이 있던 중 다행히 금년 4월 27일부터 자율방범대설치및운영에 관한법률이 시행됨에 따라 자율방범대는 법정단체로서 거듭나게 되었다.

주진화 태안경찰서장은 “위촉장을 수여하며 자율방범대설치법 시행을 통해 자율방범대의 조직과 활동이 더욱 활성화됨으로써 명실공히 경찰과 함께 지역안전을 책임지는 준법 협력자로서의 역할을 수행하고, 치안 사각지대 해소와 민생치안 확보에 보다 큰 역할을 할 수 있기를 기대한다”고 말했다."
"포항 대송면 칠성천, 남성교 신설에 따른 가도설치","현재 포항시 남구 대송면 칠성천은 지난 태풍 ‘힌남노’로 인한 복구공사가 한창이다. 복구공사의 일환으로 기존 안전에 문제가 있던 남성교를 철거하고 2024년 6월까지 신(新)남성교 신설공사가 진행중이다.따라서 남성교 공사가 진행중인 구간은 교량공사가 완공될 때 까지 차량통행을 전면 제한하고 있다. 지난 9일 가도(왕복2차로) 2개소를 설치해 새로운 교량이 완성되는 내년 6월까지 차량이나 주민통행이 원활하도록 조치했다. 이 가도를 포함해 제내리 제방도로는 5톤이상, 높이 2.5m 차량은 통행할 수 없으며, 내년 6월까지 남부경찰서와 포항시 남구청에서는 통행단속을 집중할 계획이다. 공사관계자에 따르면 “여름철 우기로 인해 공사가 더뎌진 점이 있으나 신속히 공사를 추진하여 시민들이 이용하는데 불편이 없도록 최선을 다하겠다”고 전했다."
삼척사랑상품권 부정유통 단속,"삼척시, 오는 27일까지

상품권 운영대행사·금융기관 등 민·관 합동단속

부정유통 경중따라 현장 계도, 가맹점 등록취소, 과태료 부과, 수사 의뢰

【삼척】삼척시가 오는 27일까지 삼척사랑상품권 부정유통 방지를 위한 일제단속을 벌인다.

행정안전부 하반기 일제단속 계획에 따른 것으로 지속적인 지역사랑상품권 발행에 따라 단속을 강화해 부정유통을 근절하기 위한 차원이다. 시는 운영시스템 자료를 바탕으로 부정유통 의심 가맹점 등을 사전 분석하고 부정유통 신고센터 운영, 접수된 신고내용을 바탕으로 상품권 운영대행사 및 판매대행 금융기관의 관계자들과 민·관 합동 단속을 실시할 계획이다. 시는 △부정수취 및 불법환전(소위 ‘깡’) △제한업종 △결제거부 행위 △현금과 차별대우 등에 대해 집중 단속하며, 부정유통이 확인되면 관련 법령과 위반내용에 따라 현장 계도, 가맹점 등록취소, 과태료 부과 등 행정·재정적 처분을 시행한다. 특히 중대한 위반행위의 경우 관할 경찰서에 수사를 의뢰해 추가 조치할 계획이다."
