제목,기사 내용,타임스탬프
"대구 수성구, 휴대용비상벨로 주민의 일상 지킨다","/대구 수성구 제공.

대구 수성구는 범죄 취약계층의 안전을 위해 ‘휴대용 비상벨을 통한 안전지키미 지원사업’을 추진한다고 28일 밝혔다.

이 사업은 늘어나고 있는 데이트 폭력, 가정폭력 등 이상동기 범죄로부터 사회적 약자를 보호하고 촘촘한 사회안전망을 구축하기 위해 기획한 사업이다.

여성과 사회적 약자 등 취약계층의 외부활동을 위한 보호장치가 필요하다는 박충배 수성구 의원의 5분 자유발언이 계기가 됐다.

수성구는 사업의 원활한 추진을 위해 27일 수성경찰서와 업무 협약을 체결하고 △범죄 데이터를 활용한 지원대상자 선정 △휴대용 비상벨 지원·보급 △위기상황 발생시 경찰력 동원 등에서 상호 협력하기로 했다.

휴대용 비상벨을 작동하면 경고음이 발생해 주변에 위험을 알리고, 미리 설정한 최대 5명의 지인에게 위치 정보가 담긴 비상 문자를 즉시 발송한다. 경고음 발생 후 20초가 지나면 112에 자동 신고하는 기능도 선택할 수 있다.

가정폭력, 스토킹 피해사건 접수현황 및 범죄 데이터 등을 활용해 지원대상자를 선정할 예정이다.

김대권 수성구청장은 “수성구민의 안전을 위해서는 어떠한 지원과 노력도 아끼지 않을 계획""이라며 ""범죄 취약계층을 위한 안전 시책 강화로 사회적 약자와 동행하는 수성구를 만들겠다”고 말했다.

/김재욱기자 kimjw@kbmaeil.com",2023-12-29 01:14:47
"정읍시, 2024 생활밀착형 도시재생 스마트기술 지원사업' 선정","국·도비 4억5000만원 확보...내년까지 총사업비 6억5000만원 투입

정읍시가 전국 10곳 중에서 전북에서 유일하게 선정됐다.

이번 공모사업 대상지로 최종 선정되면서 국·도비 4억5000만원을 확보했다.

사진은 스마트기술로 세워진 정읍 버스정류장 모습 [사진제공=정읍시청]

[정읍=팍스경제TV]전북 정읍시가 국토교통부 공모사업인‘2024 생활밀착형 도시재생 스마트기술지원사업’에 최종 대상지로 선정됐다고 28일 밝혔습니다.

이 사업은 국토교통부에서 도시재생사업과의 연계성을 확보하기 위해 기존 도시재생사업 지역에 주민 체감도가 높고 상용화가 쉬운 스마트기술을 적용해 지역사회 문제해결과 정주여건을 개선하는 서비스입니다.

이번에 선정된 전국 10곳 중에서 전북에서는 유일하게 정읍시가 선정됐습니다. 시는 이번 공모사업 대상지로 최종 선정되면서 국·도비 4억5000만원을 확보했습니다.

내년까지 시비 2억원을 포함한 총사업비 6억5000만원을 투입해 원도심 지역인 수성동, 연지동 일원의 시장, 상가, 주택 등에 중점적으로 사업을 추진하게 됩니다.

주요 사업으로 화재 예방과 재산 보호를 위해 화재 발생 위험이 큰 장소(시장, 상가 등)에 불꽃과 연기를 감지할 수 있는‘스마트 화재감지기’200개를 구축합니다.

스마트 화재감지기는 실시간 화재감지 센서를 설치해 관제센터에서 실시간 모니터링이 가능하게 연동하고, 화재 발생 시 119 상황실에 자동으로 신고돼 신속한 긴급출동 서비스를 지원합니다.

또, 불특정 다수가 이용하는 여인숙과 모텔, 좁은 골목길이 많은 주택가 등 범죄 취약지역을 대상으로 112상황실과 연결되는 안심 비상벨 39개를 설치합니다.

한편, 농촌과 도심 접점지역에 있는 노후 버스정류장을 냉난방기와 공기청정 시스템 기능을 갖춘 스마트 버스정류장으로 변모시켜 매연과 미세먼지, 소음 등 시민의 건강을 위협하고 있는 위해요소를 차단하고, 폭염과 한파로부터 시민 건강을 보호할 계획입니다.

이학수 시장은 “이번 국토부 공모사업 선정을 계기로 쇠퇴한 원도심 지역에 안전∙소방∙생활 인프라 확충을 위한 생활밀착형 스마트기술을 도입하게 됐다”며 “현재 추진 중인 도시재생사업과 연계해 지역주민들이 더욱 안전하고 편리하고 쾌적한 삶을 누릴 수 있도록 노력하겠다”고 말했습니다.

저작권자 © 팍스경제TV 무단전재 및 재배포 금지",2023-12-29 01:14:47
"남해군, ‘스마트 경로당 시스템 구축 사업’ 완료 보고회 성료","▲남해군이 ‘스마트 경로당 시스템 구축 사업’ 완료 보고회를 성황리에 마쳤다[사진=남해군]

[보안뉴스 엄호식 기자] 경남 남해군이 12월 27일 노인 복지와 안전을 한 차원 높이기 위한 ‘스마트 경로당 시스템 구축 완료 보고회’를 진행했다고 밝혔다.‘스마트 경로당 시스템 구축’ 사업은 과학기술정보통신부의 지역사회 디지털전환과 균형발전을 목적으로 하는 공모사업의 일환으로, 이날 보고회에는 장충남 남해군수를 비롯한 남해경찰서와 남해소방서 관계자, 마을 대표 등 70여 명이 참석했다.남해군은 지속적인 인구감소로 경상남도에서 소멸위험 도시 2위에 해당하고 군민 3명 중 1명이 노인인 초고령화 지역이다. 남해군은 초고령화 사회에 맞춰 어르신들이 행복하고 안전할 수 있는 남해를 만들고자 본 사업을 추진했다.해당 사업은 남해군 이동면, 상주면, 삼동면, 미조면 일대 경로당 75개소에 ‘양방향 스마트 안전 서비스’ 및 ‘경로당 통합정보 서비스’를 구축하는 사업으로, 이를 위해 각 경로당에는 △지능형 CCTV 및 비상벨 △화재·가스감지센서 △32인치 통합정보단말기 △75인치 TV △셋톱박스 등이 설치됐다.‘양방향 스마트 안전 서비스’는 경로당을 이용하는 어르신들의 안전을 위한 시스템으로 화재·가스 누출과 같은 비상상황이나 응급상황 발생 시 비상벨을 누르면 즉시 관제센터로 연결된다. 경로당 내 설치된 CCTV를 통해 실시간 내부 영상이 전송되며, TV를 통해 관제센터와 1:1 실시간 영상 대화도 가능하다.또한, 스마트시티 통합플랫폼과 연계하고 유관기관과 긴밀한 협조체계가 구축돼 경찰과 소방의 빠른 출동 및 조기 진압을 지원한다. CCTV 촬영은 비상상황 시에만 작동해 어르신들의 개인정보를 철저히 지킨다.‘경로당 통합정보 서비스’는 어르신들의 일상생활에 필요한 정보를 제공한다. 75인치 대형 TV와 32인치 통합정보단말기를 통해 △재난·재해 정보 △날씨·군정 및 면정보 △남해 지역 행사 정보 등을 제공한다. 또한, 버스정보 제공으로 정류장에서 기다릴 필요 없이 경로당에서 버스 시간에 맞춰 나갈 수 있다.남해군은 원격 화상회의 시스템을 통해 비대면 의료상담, 여가복지 프로그램, 축제 행사장 라이브 방송 등 다양한 콘텐츠 및 맞춤형 프로그램을 제공할 예정이다.장충남 남해군수는 “스마트 경로당 시스템 구축은 어르신들의 생활 편의성 향상과 안전을 동시에 보장하는 중요한 발판이 될 것”이라며 “지속적인 서비스 개선을 통해 어르신들을 포함한 모든 군민이 사건·사고에서 자유로운 행복한 남해를 만들어가는 핵심시스템으로 자리매김할 것”이라고 전했다.[엄호식 기자( eomhs@boannews.com )]

<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>",2023-12-29 01:14:48
"남해군, '스마트 경로당' 구축…어르신 행복지수 높여","‘스마트 경로당 시스템’ 사업 완료 보고회[사진=남해군]

[이뉴스투데이 경남서부취재본부 박영준 기자]남해군은 27일 ‘스마트 경로당 시스템 구축 완료보고회’를 개최했다.

이날 보고회에는 장충남 남해군수를 비롯한 남해경찰서와 남해소방서 관계자, 마을 대표 등 70여 명이 참석했다.

‘스마트 경로당 시스템 구축’ 사업은 지역사회 디지털 전환과 균형발전을 목적으로 하는 과학기술정보통신부의 공모사업 일환으로 진행됐다.

이번 사업을 통해 남해군 관내 이동면, 상주면, 삼동면, 미조면 일대 경로당 75개소에 ‘양방향 스마트 안전 서비스’ 및 ‘경로당 통합정보 서비스’가 구축됐다.

설치된 기기는 △75인치 TV △32인치 통합정보단말기 △지능형 CCTV 및 비상벨 △화재·가스감지센서 △셋톱박스 등이다.

‘양방향 스마트 안전 서비스’는 경로당을 이용하는 노인들의 안전을 위한 시스템이다. 화재나 가스 누출과 같은 비상상황이 발생하거나 노인이 비상벨을 누르면 즉시 관제센터로 연결된다.

경로당 내 설치된 CCTV를 통해 실시간 내부 영상이 전송되며, TV를 통해 관제센터와 1:1 실시간 영상 대화가 가능하다.

또한, 스마트시티 통합플랫폼과 연계돼 있어 경찰과 소방의 빠른 출동 및 조기 진압이 가능하다.

CCTV 촬영은 비상 상황 시에만 작동해 어르신들의 개인정보를 철저히 지킨다.

‘경로당 통합정보 서비스’는 노인들의 일상생활에 필요한 정보를 제공한다. 75인치 대형 TV와 32인치 통합정보단말기를 통하여 △재난·재해 정보 △날씨·군정 및 면정보 △남해 지역 행사 정보 등을 제공한다.

또한, 노인들이 버스정류장에서 기다릴 필요 없이 경로당 내에서 버스시간에 맞춰 나갈 수 있도록 버스정보도 제공된다.

이와 함께 원격 화상회의 시스템을 통하여 비대면 의료상담, 여가복지 프로그램, 축제 행사장 라이브 방송 등 다양한 콘텐츠 및 맞춤형 프로그램을 제공할 예정이다.

장충남 군수는 “스마트 경로당 시스템 구축은 어르신들의 생활 편의성 향상과 안전을 동시에 보장하는 중요한 발판이 될 것”이라며 “앞으로도 지속적인 서비스 개선을 통하여 어르신들을 포함한 모든 군민의 안전을 지킬 수 있는 핵심시스템으로 자리매김 시키겠다”고 밝혔다.",2023-12-29 01:14:49
남해군'스마트 경로당'구축으로 어르신 행복지수 높여,"저작권자 © 경남도민신문 무단전재 및 재배포 금지

‘스마트 경로당 시스템’사업 완료 보고회 성료안전·각종 편의 기능 제공…맞춤형 정보 습득도남해군은 27일 ‘스마트 경로당 시스템 구축 완료보고회’를 개최했다.‘스마트 경로당 시스템 구축’ 사업은 지역사회 디지털전환과 균형발전을 목적으로 하는 과학기술정보통신부의 공모사업 일환으로, 이날 보고회에는 장충남 남해군수를 비롯한 남해경찰서와 남해소방서 관계자, 마을 대표 등 70여명이 참석했다.이번 사업을 통해 남해군 관내 이동면, 상주면, 삼동면, 미조면 일대 경로당 75개소에 ‘양방향 스마트 안전 서비스’ 및 ‘경로당 통합정보 서비스’가 구축됐다.설치된 기기는 ▲75인치 TV ▲32인치 통합정보단말기 ▲지능형 CCTV 및 비상벨 ▲화재·가스감지센서 ▲셋톱박스 등이다.‘양방향 스마트 안전 서비스’는 경로당을 이용하는 노인들의 안전을 위한 시스템이다. 화재나 가스 누출과 같은 비상상황이 발생하거나 노인이 비상벨을 누르면 즉시 관제센터로 연결된다.경로당 내 설치된 CCTV를 통해 실시간 내부 영상이 전송되며, TV를 통해 관제센터와 1:1 실시간 영상 대화가 가능하다.또한, 스마트시티 통합플랫폼과 연계돼 있어 경찰과 소방의 빠른 출동 및 조기 진압이 가능하다.CCTV 촬영은 비상 상황 시에만 작동해 어르신들의 개인정보를 철저히 지킨다.‘경로당 통합정보 서비스’는 노인들의 일상생활에 필요한 정보를 제공한다. 75인치 대형 TV와 32인치 통합정보단말기를 통해 ▲재난·재해 정보 ▲날씨·군정 및 면정보 ▲남해 지역 행사 정보 등을 제공한다.또한, 노인들이 버스정류장에서 기다릴 필요 없이 경로당 내에서 버스시간에 맞춰 나갈 수 있도록 버스정보도 제공된다.이와 함께 원격 화상회의 시스템을 통해 비대면 의료상담, 여가복지 프로그램, 축제 행사장 라이브 방송 등 다양한 콘텐츠 및 맞춤형 프로그램을 제공할 예정이다.장충남 군수는 “스마트 경로당 시스템 구축은 어르신들의 생활 편의성 향상과 안전을 동시에 보장하는 중요한 발판이 될 것”이라며 “앞으로도 지속적인 서비스 개선을 통해 어르신들을 포함한 모든 군민의 안전을 지킬 수 있는 핵심시스템으로 자리매김 시키겠다”고 밝혔다. 이구화기자",2023-12-29 01:14:50
"구로구, 경로당 비상호출벨 설치사업 추진","▲ 송학경로당에 비상호출벨 설치된 모습. (사진=구로구청 제공)

[시민일보 = 이대우 기자] 서울 구로구가 경로당 비상호출벨 설치사업을 추진한다.

구는 경로당의 안전을 강화하기 위해 경찰서와 바로 연결되는 비상호출벨을 설치한다. 응급상황 발생 시 벨을 누르면 112상황실에 자동으로 신고가 되며 무선으로 통화가 가능해 신속한 대처가 가능하다.

지난 여름 신림동, 서현역 등 전국 각지에서 발생한 묻지마 칼부림 사건으로 치안 유지의 중요성이 대두되면서, 구는 구로경찰서, 구의회(안전관리특별위원회)의 협조를 얻어 본 사업을 추진하게 됐다.

구는 9월 공장지대에 위치한 송학경로당과 시장골목 안에 있는 오류2동 경로당에 비상호출벨을 시범적으로 설치했다.

구는 경로당을 이용하는 모든 어르신들의 안전을 위해 시범운영 경로당 2개소에 이어 관내 경로당 206개소에 비상호출벨을 확대 설치할 계획이다.

비상 상황 발생 시에 어르신들이 당황하지 않고 바로 신고할 수 있도록 비상호출벨은 경로당의 거실, 출입문 등 눈에 잘 띄는 곳에 설치된다.

비상벨 설치는 내년 1월부터 순차적으로 추진하며, LTE망 사용에 따른 운영비(통신비)는 구가 부담해 관리한다.

구 관계자는 “누구나 출입이 가능하고 고령의 어르신들이 모여있는 경로당의 특성상 치안에 취약한 부분이 있다” 라며 “비상호출벨 설치로 경로당이 안전하고 편안한 휴식처가 되길 바란다”라고 전했다.

[저작권자ⓒ 시민일보. 무단전재-재배포 금지]",2023-12-29 01:14:52
"정읍시, 도시재생 스마트기술 지원 사업 선정","냉난방기와 공기청정 시스템 기능을 갖춘 정읍시 스마트 버스정류장. (제공: 정읍시) ⓒ천지일보 2023.12.28.

[천지일보 정읍=김도은 기자] 전북 정읍시가 국토교통부 공모사업인 ‘2024 생활밀착형 도시재생 스마트기술지원사업’에 최종 대상지로 선정됐다.

이 사업은 국토교통부에서 도시재생사업과의 연계성을 확보하기 위해 기존 도시재생사업 지역에 주민 체감도가 높고 상용화가 쉬운 스마트기술을 적용해 지역사회 문제해결과 정주여건을 개선하는 서비스다.

이번에 선정된 전국 10곳 중에서 전북에서는 유일하게 정읍시가 선정됐다. 시는 이번 공모사업 대상지로 최종 선정되면서 국·도비 4억 5000만원을 확보했다. 이에 따라 내년까지 시비 2억원을 포함한 총사업비 6억 5000만원을 투입해 원도심 지역인 수성동, 연지동 일원의 시장, 상가, 주택 등에 중점적으로 사업을 추진하게 된다.

주요 사업으로 화재 예방과 재산 보호를 위해 화재 발생 위험이 큰 장소(시장, 상가 등)에 불꽃과 연기를 감지할 수 있는 ‘스마트 화재감지기’ 200개를 구축한다.

스마트 화재감지기는 실시간 화재감지 센서를 설치해 관제센터에서 실시간 모니터링이 가능하게 연동하고 화재 발생 시 119 상황실에 자동으로 신고돼 신속한 긴급출동 서비스를 지원한다.

또 불특정 다수가 이용하는 여인숙과 모텔, 좁은 골목길이 많은 주택가 등 범죄 취약지역을 대상으로 112상황실과 연결되는 안심 비상벨 39개를 설치한다.

아울러 농촌과 도심 접점 지역 노후 버스정류장을 냉난방기와 공기청정 시스템 기능을 갖춘 스마트 버스정류장으로 변모시켜 매연과 미세먼지, 소음 등 시민의 건강을 위협하는 위해요소를 차단하고 폭염과 한파로부터 시민 건강을 보호할 계획이다.

이학수 정읍시장은 “이번 국토부 공모사업 선정을 계기로 쇠퇴한 원도심 지역에 안전·소방·생활 인프라 확충을 위한 생활밀착형 스마트기술을 도입하게 됐다”며 “현재 추진 중인 도시재생사업과 연계해 지역주민들이 더욱 안전하고 편리하고 쾌적한 삶을 누릴 수 있도록 노력하겠다”고 말했다.",2023-12-29 01:14:53
"양천구, 신월도에 첨단 버스정류장 ‘스마트마루’","▲ 이번에 새로 개소한 양천구 신월4동 스마트마루 현장점검 중인 이기재 구청장. (사진=양천구청 제공)

[시민일보 = 이대우 기자] 서울 양천구(구청장 이기재)가 최근 신월동 545-8번지 일대에 정보통신기술(ICT) 기술과 사물인터넷(IoT) 기술 등이 집약된 최첨단 버스정류장인 ‘스마트마루’를 추가로 설치했다고 28일 밝혔다.



이는 2021년 설치한 목동 대학학원과 신정네거리 분수광장에 이어 세 번째로 선보이는 교통편의 시설로, 한국공항공사로부터 소음대책 주민지원사업비 1억2000여만원의 사업비가 투입됐다.



‘스마트 마루’는 산의 꼭대기를 뜻하는 순우리말인 ‘마루’에 각종 미래 기술이 집약된 ‘스마트’를 결합한 것으로, 구민에게 안전하고 쾌적한 버스 대기 환경을 제공하겠다는 의미가 담겨있다.



‘스마트 마루’에는 냉난방기, 자동 공기정화장치, 에어커튼 등이 설치돼 있어 폭염 및 한파, 미세먼지, 매연으로부터 버스 이용객을 보호한다. ‘스마트 마루’ 내 각종 시스템과 모든 장치는 사물인터넷(IoT) 센서와 연결돼 통합관제센터와 연동되며, 24시간 멈춤 없이 원격 제어·관리된다.



특히, 내·외부에 지능형 폐쇄회로카메라(CCTV)가 구축돼 있어 주변 이상행동이나 비상상황 발생 시 인공지능으로 이를 감지해 통합관제센터와 실시간 상황 공유 및 긴급출동이 가능하다. 아울러 정류장 인근 도로의 버스 접근 상황도 내부 모니터에 표출해 안에서 편히 버스 위치를 확인할 수 있다.



또한, 무료 공공 와이파이, 온열 기능이 결합된 유무선 휴대전화 충전기 뿐만 아니라 전자 광고판(디지털 사이니지)을 통해 실내·외 온습도, 미세먼지 수치와 대중교통 운행정보, 구정 홍보 영상 등 실생활에 유용한 스마트 생활편의 기능을 제공한다. 개방감 있는 통창 구조와 비상벨 설치로 안전성을 강화했으며, 화재 등 유사시 신속 대처를 위한 소화기도 배치했다.



이기재 구청장은 “양천구에선 버스를 기다리는 일도 편안한 휴식이 될 수 있도록 스마트 기술이 집약된 버스정류장 쉼터를 신월동에 추가 개소한다”면서 “앞으로도 혁신기술을 접목한 행정 서비스를 생활 영역 곳곳에 확산시켜 구민들이 체감할 수 있는 스마트 도시 양천이 될 수 있도록 최선을 다하겠다”고 말했다.

[저작권자ⓒ 시민일보. 무단전재-재배포 금지]",2023-12-29 01:14:56
"대구 수성구청, 휴대용비상벨 안전지키미 지원 사업 추진","사회일반

학생 연구원 인건비 빼돌린 40대 교수 구속 기소

학생 연구원들에게 지급된 인건비를 가로챈 40대 교수가 재판에 넘겨졌다.대구지검 형사2부(김성원 부장검사)는 사기 등의 혐의로 사립대 교수 A(45)씨를 구속 기소했다고 28일 밝혔다.A씨는 2019년 1월부터 2021년 12월까지 대학교 산학협력단을 속여 연구원 17명(외국인 11명·내국인 6명)의 인건비 3억5천400여 만 원을 받아 내 전액 현금으로 출금한 후 개인 돈으로 유용한 혐의를 받고 있다.A씨는 가로챈 인건비 가운데 50만 원가량을 학생 연구원들에게 생활비 명목으로 지급하고, 나머지 2억3천여 만 원은 아파트 구입 자금 등 개인적인 용도로 사용한 것으로 알려졌다.특히 그는 교수의 우월적 지위를 이용해 한국어에 서툴고 범행에 취약한 외국인 학생들을 대상으로 통장을 개설하도록 했으며, 실무 보조자를 시켜 학생 연구원 대신 인건비 지급시스템에 접속·승인하도록 지시했다. 이에 외국인 연구원들은 자신들에게 인건비가 지급된다는 사실조차 알 수 없었다.A씨는 수사가 진행되자 졸업과 논문 출판 등을 이유로 학생 연구원들에게 허위 진술을 강요한 것으로 알려졌다.검찰 관계자는 “앞으로도 연구 인건비 유용 등과 같은 연구개발 사업과 관련된 고질적이고 구조적인 비리를 계속 엄단해 나가겠다. 국민의 혈세인 국가 보조금이 낭비되지 않도록 엄정 대응할 것”이라고 밝혔다.이동현 기자 leedh@idaegu.com",2023-12-29 01:14:57
"정읍시, 도시재생 기술지원 대상 선정","정읍시가 국토교통부 공모사업인‘2024 생활밀착형 도시재생 스마트기술지원사업’대상지로 선정됐다.

이번 지원사업은 국토교통부에서 도시재생사업과의 연계성을 확보하기 위해 기존 도시재생사업 지역에 주민 체감도가 높고 상용화가 쉬운 스마트기술을 적용, 정주여건을 개선하고 있다.

시는 이번 공모사업 대상지로 최종 선정되면서 국·도비 4억5천만원을 확보했으며 전국 10곳 대상지중 도내에서 유일하다고 28일 밝혔다.

시는 확보된 예산과 시비 2억원을 포함해 원도심 지역인 수성동, 연지동 일원의 시장, 상가, 주택 등을 대상으로 사업을 추진한다는 방침이다.

주요 사업으로 화재 예방과 재산 보호를 위해 화재 발생 위험이 큰 장소(시장, 상가 등)에 불꽃과 연기를 감지할 수 있는‘스마트 화재감지기’200개를 구축한다.

또 불특정 다수가 이용하는 여인숙과 모텔, 좁은 골목길이 많은 주택가 등 범죄 취약지역을 대상으로 112상황실과 연결되는 안심 비상벨 39개를 설치한다.

이와 함께 농촌과 도심 접점지역에 있는 노후 버스정류장을 냉난방기와 공기청정 시스템 기능을 갖춘 스마트 버스정류장으로 전환하는 사업을 추진한다.

시 관계자는“이번 국토부 공모사업 선정을 계기로 쇠퇴한 원도심 지역에 안전∙소방∙생활 인프라 확충을 위한 생활밀착형 스마트기술을 도입하게 됐다”고 말했다.

/정읍=최환기자",2023-12-29 01:14:59
"남양주시의회 원주영 의원, 다산동 첨단 스마트버스정류장 설치 이끌어","원주영 남양주시의회 의원. [사진=원주영 의원]

[이뉴스투데이 이배윤 기자] 남양주시 다산동에 첨단 스마트버스정류장이 설치될 예정이다.

스마트버스정류장이란 냉·난방, 공기청정시설은 물론 범죄예방을 위한 CCTV, 비상벨, 이용자들을 위한 각종 편의시설 및 정보 제공시설을 갖춘 첨단 버스정류장이다.

27일 경기도는 정경자 경기도의원(국민의힘, 비례)이 다산동 일원 스마트버스정류장 설치에 투입할 경기도 특별조정교부금 9억원을 확정했다고 밝혔다.

이는 원주영 남양주시의회 의원이 제시한 남양주시민들의 대중교통 이용 편의성 증진을 위한 방안으로 정경자 경기도의원에게 적극 건의해 진행됐다.

정경자 의원은 “스마트버스정류장은 대중교통을 이용하는 시민들께 안전과 편안함을 드릴 수 있다”며 “앞으로도 다산동의 쾌적한 환경 조성을 위해 원주영 시의원과 적극 노력하겠다”고 말했다.

원주영 의원은 “다산동의 대중교통망이 점차 개선되고 있지만 주민들의 불편함은 여전히 크다”며 “추위와 더위를 피할 수 있고 안전시설과 각종 편의시설을 갖춘 스마트버스정류장의 도입으로 대중교통을 이용하는 다산동 주민들의 편의성이 향상될 것으로 기대한다”고 말했다. 이어 원 의원은 “2024년 1월부터 시행되는 경기도형 준공영제 대상노선 중 다산동을 경유하는 76번, 9번 버스의 투입 및 배차간격을 면밀히 검토하고 주민들의 불편함을 최소화하겠다”며 “다산동과 남양주시의 발전에 관심을 가지고 예산 확보를 위해 지속적으로 노력해주신 정경자 도의원께 감사드리며 앞으로도 최선을 다해 주민편의 향상을 위해 노력하겠다”고 밝혔다.

한편 남양주시는 2023년 12월 현재 총 13곳의 스마트버스정류장을 운영 중이다.",2023-12-29 01:15:00
